verse;English;Basque;gloss;marker;allomorph;case;role;noun-class;remarks_morph;remarks_sem;text;author;year;century;period;place;dialect;
(Mark 16,14);Afterward he appeared unto the eleven as they sat at meat, and upbraided them with their unbelief and hardness of heart, because they believed not them which had seen him after he was risen.;"Azkenik agertu zitzaioten hamekei, mahainean zirelarik; eta gaizkiak erran ziozkaten beren sinhesgaiztasunaz eta <bihotz gogortasunaz>, zeren biztua zela ikhusi zutenei etzioten sinhesterik eman.";;z;;INS;Cause;abstract;;English gives WITH;Gospel of Mark - Jesu-Kristoren Ebanjelio Saindua Marken arabera;Duvoisin;1858;19;First Modern Basque;Labourd;Labourdin;
(Mark 1,4);John did baptize in the wilderness, and preach the baptism of repentance for the remission of sins.;Joan zegoan eremuan bataiatzen ari zala, eta penitenziako bataioa predikatzen zuela <bekatuen barkaziorako>.;;rako;;DEST;Purpose;abstract;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 1,15);And saying, The time is fulfilled, and the kingdom of God is at hand: repent ye, and believe the gospel.;Eta esaten zuela: Kunplitu da onezkero denbora, eta Jaungoikoaren erreñua alderatu da, <argatik> penitenzia egin ezazute, eta Ebanjelioari sinistu zaiozute.;;gatik;;CAUS;Cause;state_of_affairs;connector;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 1,38);And he said unto them, Let us go into the next towns, that I may preach there also: for therefore came I forth.;Eta esan zien: Aldeko ballera eta errietara goazen, nik ere aietan predikatu dezadan, zeren <onetarako> etorri naizan.;;rako;;DEST;Purpose;state_of_affairs;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 2,4);And when they could not come nigh unto him for the press, they uncovered the roof where he was: and when they had broken it up, they let down the bed wherein the sick of the palsy lay.;Eta nola ezin jarri zuten Jesusen aurrean, inguruan zegoan <jendetzagatik>, idiki zuten tellatua Jesus zegoan aldamenetik, eta zulotik beera jetxi zuten, elbarridun gizona zetzan oetxoa.;;gatik;;CAUS;Force;people;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 2,7);Why doth this man thus speak blasphemies? who can forgive sins but God only? ;Zer da onek esaten duena? Blasfematzen du. Nork, Jaungoikoak bakarrik baizik, bekatuak barkatu ditzake?;;NOT_APPLY;;;;;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 2,8);Why reason ye these things in your hearts?;Eta Jesusek, au bereala ezaguturik bere espirituarekin, onelako gogorazioak zerabiltzatela beren artean, esaten die: <Zergatik> darabiltzkizute zuen biotzetan onelako gogorazioak?;;gatik;;CAUS;Cause;interrogative;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 2,16);And when the scribes and Pharisees saw him eat with publicans and sinners, they said unto his disciples, How is it that he eateth and drinketh with publicans and sinners?;Eta Eskribak eta Fariseoak ikusirik publikano eta bekatariakin jaten zuela, bere ikasleai esaten zien: <Zergatik> zuen Maisuak publikano eta bekatariakin jaten eta edaten du?;Pourquoi;gatik;;REL;Cause;interrogative;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 2,18);Why do the disciples of John and of the Pharisees fast, but thy disciples fast not?;"Eta Joanen ikasleak, eta Fariseoak barau egiten zaleak ziraden; eta etorri ziraden, eta esaten diote: <Zergatik> Joanen ikasleak, eta Fariseoak barauak egiten dituzte; zure ikasleak berriz, ez dute baraurik egiten?";;gatik;;CAUS;Cause;interrogative;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 2,22);And no man putteth new wine into old bottles: else the new wine doth burst the bottles, and the wine is spilled, and the bottles will be marred: but new wine must be put into new bottles.;Eta iñork ez du ipintzen ardo berria zagi zarretan, bestela ardoak zagiak urratuko ditu, eta ardoa isuriko da, eta zagiak galduko dirade. <Argatik> ardo berria zagi berrietan ipiñi bear da.;;;;CAUS;Cause;state_of_affairs;connector;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 2,24);Behold, why do they on the sabbath day that which is not lawful?;Eta Fariseoak esaten zioten: <Nola> zure ikasleak larunbatean zillegi ez dana egiten dute?;;Ø;;;Cause;interrogative;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 2,27);The sabbath was made for man, and not man for the sabbath:;Eta gañera esan zien: Larunbata <gizonarentzat> egin zan, eta ez gizona larunbatarentzat.;;rentzat;;BEN;Beneficiary;person;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 2,27);The sabbath was made for man, and not man for the sabbath:;Eta gañera esan zien: Larunbata gizonarentzat egin zan, eta ez gizona <larunbatarentzat>.;;rentzat;;BEN;Beneficiary;event;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 2,28);Therefore the Son of man is Lord also of the sabbath.;Eta gizonaren semea larunbataren ere jabea da.;;NOT_APPLY;;;;;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 3,5);being grieved for the hardness of their hearts, he saith unto the man, ;Eta aserrearekin begiraturik berai inguruan, eta tristeturik <beren biotzeko itsutasunagatik>, esaten dio gizonari: Zure eskua luzatu ezazu. Eta luzatu zuen, eta sendatua gelditu zitzaion.;;gatik;;CAUS;Cause;abstract;;negative;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 3,6);And the Pharisees went forth, and straightway took counsel with the Herodians against him, how they might destroy him.;Fariseoak bada, irtetzen ziradela, bereala Herodianoakin batzarrea egin zuten <bere kontra>, nola galduko ote zuten.;;ren_kontra;;postp;Maleficiary;pronoun;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 3,9);And he spake to his disciples, that a small ship should wait on him because of the multitude, lest they should throng him.;Eta bere ikasleai esan zien, iduki zezatela prestatua ontzitxo bat, <jendetza andiagatik> ito etzetzaten.;;gatik;;CAUS;Force;people;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 3,14);And he ordained twelve, that they should be with him, and that he might send them forth to preach,;"Eta amabi autu zituen <berarekin egoteko>; eta predikatzera bialtzeko.";;ko;;REL;Purpose;nominalization;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 3,14);And he ordained twelve, that they should be with him, and that he might send them forth to preach,;"Eta amabi autu zituen berarekin egoteko; eta <predikatzera bialtzeko>.";;ko;;REL;Purpose;nominalization;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 3,21);And when his friends heard of it, they went out to lay hold on him: for they said, He is beside himself.;Eta bereak aditu zutenean, irten ziran <berari eltzera>, zeren esaten zuten: Zoratu zaio.;;ra;;ALL;Purpose;nominalization;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 3,26);And if Satan rise up against himself, and be divided, he cannot stand, but hath an end.;"Eta baldin Satanas <bere kontra> jaikitzen bada, zatitua dago, eta ez dezake iraun; bere atzena aldean da.";;ren_kontra;;postp;Maleficiary;spirit;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 3,27);"No man can enter into a strong man's house, and spoil his goods, except he will first bind the strong man; and then he will spoil his house.";Sendoaren etxean ez diteke iñor ere sartu <bere etxeko gauzak arrapatzera>, lenago sendoa lotzen ez badu, eta orduan bere etxeko gauzak arrapatu ditzake.;;ra;;ALL;Purpose;nominalization;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 3,29);But he that shall blaspheme against the Holy Ghost hath never forgiveness, but is in danger of eternal damnation.;Baña <Espiritu Santuaren kontra> blasfematzen duenak, ez du beñere barkaziorik izango, baizik betiko juizioaren diña izango da.;;ren_kontra;;postp;Maleficiary;spirit;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 3,29);But he that shall blaspheme against the Holy Ghost hath never forgiveness, but is in danger of eternal damnation.;"Bainan Izpiritu sainduaren kontra burho arthikitzen duenak ez du nihoiz-ere barkhamendurik izanen; bainan hobendun izanen da bethirainoko hobenaz.";;NOT_APPLY;;;;;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 4,8);"And other fell on good ground, and did yield fruit that sprang up and increased; and brought forth, some thirty, and some sixty, and some an hundred.";Eta beste zati bat lur onean erori zan, eta ematen zuen frutu goratu, eta azia, eta zekarren batek, <bateko> ogeita amar, besteak bateko irurogei, eta besteak bateko eun.;;ko;;REL;Distributive;vegetable;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 4,8);"And other fell on good ground, and did yield fruit that sprang up and increased; and brought forth, some thirty, and some sixty, and some an hundred.";Eta beste zati bat lur onean erori zan, eta ematen zuen frutu goratu, eta azia, eta zekarren batek, bateko ogeita amar, besteak <bateko> irurogei, eta besteak bateko eun.;;ko;;REL;Distributive;vegetable;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 4,8);"And other fell on good ground, and did yield fruit that sprang up and increased; and brought forth, some thirty, and some sixty, and some an hundred.";Eta beste zati bat lur onean erori zan, eta ematen zuen frutu goratu, eta azia, eta zekarren batek, bateko ogeita amar, besteak bateko irurogei, eta besteak <bateko> eun.;;ko;;REL;Distributive;vegetable;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 4,17);And have no root in themselves, and so endure but for a time: afterward, when affliction or persecution ariseth for the word's sake, immediately they are offended.;Baña ez dute berakgan sustrairik botatzen, eta ala gutxi irautzen dute, eta gero <itzagatik> atsekabe edo persekuzioren bat datorrenean, bereala eskandalizatzen dirade.;;gatik;;CAUS;Cause;abstract;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 4,20);"And these are they which are sown on good ground; such as hear the word, and receive it, and bring forth fruit, some thirtyfold, some sixty, and some an hundred.";Eta lur onean ereinak dirade, itza aditzen dutenak, eta artzen dutenak, eta frutua ematen dutenak, batek <bateko> ageita amar, besteak irurogei, eta besteak eun.;;ko;;REL;Distributive;vegetable;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 4,40);And he said unto them, Why are ye so fearful? how is it that ye have no faith?;Eta esan zien: <Zeren> beldur zerate? Oraindikan ere federik ez al daukazute? Eta txit beldurtu ziran, eta elkarri esaten zioten: Zeñ ote da aizeak eta itsasoak ere obeditzen dioten au?;;ren;;GEN;Cause;interrogative;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 4,40);And he said unto them, Why are ye so fearful? how is it that ye have no faith?;Eta esan zien: Zeren beldur zerate? Oraindikan ere federik ez al daukazute? Eta txit beldurtu ziran, eta elkarri esaten zioten: Zeñ ote da aizeak eta itsasoak ere obeditzen dioten au?;;NOT_APPLY;;;;;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 5,7);And cried with a loud voice, and said, What have I to do with thee, Jesus, thou Son of the most high God? I adjure thee by God, that thou torment me not.;Eta deadar eginik boz goratuarekin, esan zuen: Zer daukat nik zer ikusi zurekin Jesus, Jaungoiko txit goratuaren semea? <Jaungoikoaren beraren izenean> txit gogotik erregututzen dizut, ez nazazula arren oñazetu.;;ren_izenean;;CAUS;Behalf;God;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 5,32);And he looked round about to see her that had done this thing.;Eta aldamen guzietara begiratzen zuen, au egin zuen <emakumea ikusteko>.;;ko;;REL;Purpose;nominalization;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 5,33);But the woman fearing and trembling, knowing what was done in her, came and fell down before him, and told him all the truth.;Emakumea berriz beldurturik, eta ikaraturik, jakinik beragan gertatu zana, etorri zan, eta bere aurrean auzpeztu zan, eta egia guztia esan zion.;;NOT_APPLY;;;;;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 5,35);While he yet spake, there came from the ruler of the synagogue's house certain which said, Thy daughter is dead: why troublest thou the Master any further?;Oraindikan izketan ari zala etorri ziran sinagogako agintariaren etxekoak oni esatera: Zure alaba il da, <Zergatik> onezkero Erakusleari gogaiterazitzen diozu?;;gatik;;CAUS;Motive;interrogative;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 5,39);And when he was come in, he saith unto them, Why make ye this ado, and weep? the damsel is not dead, but sleepeth.;Eta sarturik, esaten die: <Zergatik> alako moduan atsekabetzen zerate, eta negar egiten dezute? Neskatxa ez dago illa, baizik lo datza.;;gatik;;CAUS;Cause;interrogative;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 6,3);Is not this the carpenter, the son of Mary, the brother of James, and Joses, and of Juda, and Simon? and are not his sisters here with us? And they were offended at him.;Ez al da au langille hura, Santiagoren, eta Joseren, eta Judasen, eta Simonen anaia? Eta bere arrebak emen, gure artean ez al dirade bizi? Eta eskandalizatzen ziraden <beragan>.;;gan;;INE;Cause;pronoun;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 6,6);And he marvelled because of their unbelief.;Eta <aien sinisgogortasunagatik> miresten zan, eta inguruetako errietatik zebillan erakutsiak ematen.;;gatik;;CAUS;Cause;psychologic;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 6,8);"And commanded them that they should take nothing for their journey, save a staff only; no scrip, no bread, no money in their purse:";"Eta agindu zien ezerere ez eramateko bidean, baizik eskumakilla; ez zakutorik, ez ogirik, ez dirurik gerriualean.";;NOT_APPLY;;;;;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 6,11);And whosoever shall not receive you, nor hear you, when ye depart thence, shake off the dust under your feet for a testimony against them. ;Eta artzen etzaituzten, eta aditzen etzaituzten edozeñere tokitan, ateratzen zeratela andik, zuen oñetakoetako autsa astindu ezazute beren kontrako <testigantzan>.;;n;;INE;Quality;abstract;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 6,11);And whosoever shall not receive you, nor hear you, when ye depart thence, shake off the dust under your feet for a testimony against them. ;Eta artzen etzaituzten, eta aditzen etzaituzten edozeñere tokitan, ateratzen zeratela andik, zuen oñetakoetako autsa astindu ezazute <beren kontrako> testigantzan.;;ren_kontra;;postp;Maleficiary;pronoun;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 6,14);"And king Herod heard of him; (for his name was spread abroad:) and he said, That John the Baptist was risen from the dead, and therefore mighty works do shew forth themselves in him.";Eta aditurik gauza oiek Herodes erregeak (zeren Jesusen izena otspatsua egin zan) esaten zuen: Noaski Juan Bautista illen artetik biztu da, eta <argatik> mirariak egiteko indarra dauka.;;gatik;;CAUS;Cause;state_of_affairs;connector;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 6,17);For Herod himself had sent forth and laid hold upon John, and bound him in prison for Herodias' sake, his brother Philip's wife: for he had married her.;Zeren Herodesek berak bialdu zituen mandatariak, eta arrapatu zuen Juan, eta lotuta, jarri zuen karzelan, Herodias, <bere anaia Filiporen emazteagatik>, zeñarekin ezkondu zan.;;gatik;;CAUS;Cause;kinship;;negative;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 6,17);For Herod himself had sent forth and laid hold upon John, and bound him in prison for Herodias' sake, his brother Philip's wife: for he had married her.;Zeren Herodesek berak bialdu zituen mandatariak, eta arrapatu zuen Juan, eta lotuta, jarri zuen karzelan, Herodias, bere anaia Filiporen emazteagatik, zeñarekin ezkondu zan.;;NOT_APPLY;;;;;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 6,19);"Therefore Herodias had a quarrel against him, and would have killed him; but she could not:";Herodiasek berriz, Juani azeloak jartzen ziozkan, eta nai zuen il, baña ezin zuen.;;NOT_APPLY;;;;;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 6,26);"And the king was exceeding sorry; yet for his oath's sake, and for their sakes which sat with him, he would not reject her.";Eta erregea tristetu zan, baña <juramentuagatik>, eta elkarrekin eserita zeudenen begiruneagatik, etzuen neskatxa tristetu nai izan.;;gatik;;CAUS;Motive;abstract;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 6,26);"And the king was exceeding sorry; yet for his oath's sake, and for their sakes which sat with him, he would not reject her.";Eta erregea tristetu zan, baña juramentuagatik, eta <elkarrekin eserita zeudenen begiruneagatik>, etzuen neskatxa tristetu nai izan.;;ren;;CAUS;Beneficiary;relative;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 6,26);"And the king was exceeding sorry; yet for his oath's sake, and for their sakes which sat with him, he would not reject her.";Eta erregea tristetu zan, baña juramentuagatik, eta <elkarrekin eserita zeudenen begiruneagatik>, etzuen neskatxa tristetu nai izan.;;gatik;;CAUS;Motive;emotion;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 6,37);Shall we go and buy two hundred pennyworth of bread, and give them to eat?;Eta berak erantzuten ziela, esan zien: Eman zaiezute zuek berai jaten. Eta berak esan zioten: Goazen bada, eta berreun dirurekin ogiak erosi ditzagun, eta berai jaten emango diegu.;;NOT_APPLY;;;;;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 7,2);And when they saw some of his disciples eat bread with defiled, that is to say, with unwashen, hands, they found fault.;Eta ikusi zutenean bere ikasleetatik batzuek, esku zikiñakin, au da, eskuak garbitu gabe, jaten zutela, <augatik> gaizki esan zuten.;;gatik;;CAUS;Cause;state_of_affairs;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 7,5);Then the Pharisees and scribes asked him, Why walk not thy disciples according to the tradition of the elders, but eat bread with unwashen hands?;Eta Fariseoak eta Eskribak galdetzen zioten: <Zergatik> zure ikasleak ez dituzte zaitzen anziñakoen erakutsiak, baizik eskuak garbitu gabe jaten dute?;;gatik;;CAUS;Cause;interrogative;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 7,5);Then the Pharisees and scribes asked him, Why walk not thy disciples according to the tradition of the elders, but eat bread with unwashen hands?;Eta Fariseoak eta Eskribak galdetzen zioten: Zergatik zure ikasleak ez dituzte zaitzen anziñakoen erakutsiak, baizik eskuak garbitu gabe jaten dute?;;NOT_APPLY;;;;;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 7,6);He answered and said unto them, Well hath Esaias prophesied of you hypocrites, as it is written, This people honoureth me with their lips, but their heart is far from me.;Eta berak erantzuten zuela, esan zien: O hipokritak! Ongi profetizatu zuen <zuekgatik> Isaiasek, eskribatua utzi zuen gauza onetan. Erri onek ezpañakin onratzen nau, baña beren biotza nigandik urrutian dago.;;gatik;;CAUS;Topic;pronoun;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 7,9);And he said unto them, Full well ye reject the commandment of God, that ye may keep your own tradition.;Eta gañera esaten zien: Ederki desegiten dezute Jaungoikoaren agintea, <anziñakoetatik daukazuten erakutsia zaitzeagatik>.;;gatik;;CAUS;Cause;nominalization;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 7,11);"But ye say, If a man shall say to his father or mother, It is Corban, that is to say, a gift, by whatsoever thou mightest be profited by me; he shall be free.";Eta zuek esaten dezute: Gizonak aitari, edo amari esango balio: Nigatik Jaungoikoari eskeñtzen diodan edozeñere Korban, (au da, doañ) <zure onerako> izango da.;;ren_onerako;;CAUS;Beneficiary;pronoun;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 7,11);"But ye say, If a man shall say to his father or mother, It is Corban, that is to say, a gift, by whatsoever thou mightest be profited by me; he shall be free.";Eta zuek esaten dezute: Gizonak aitari, edo amari esango balio: <Nigatik> Jaungoikoari eskeñtzen diodan edozeñere Korban, (au da, doañ) zure onerako izango da.;;NOT_APPLY;;;;;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 7,11);"But ye say, If a man shall say to his father or mother, It is Corban, that is to say, a gift, by whatsoever thou mightest be profited by me; he shall be free.";Eta zuek esaten dezute: Gizonak aitari, edo amari esango balio: <Nigatik> Jaungoikoari eskeñtzen diodan edozeñere Korban, (au da, doañ) zure onerako izango da.;;gatik;;CAUS;???;pronoun;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 7,12);"And ye suffer him no more to do ought for his father or his mother;";Onenbesterekin ez dauka ezerere egin bearrik <bere aitaren, edo bere amaren alde> ta onean,;;ren_alde;;postp;Beneficiary;kinship;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 7,13);Making the word of God of none effect through your tradition, which ye have delivered: and many such like things do ye.;Onela utsean utzitzen dezutela Jaungoikoaren itza, <zuek zerok asmatutako erakutsi batgatik>, eta onen irudira beste gauza asko ere egiten dituzute.;;gatik;;CAUS;Motive;abstract;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 7,29);"And he said unto her, For this saying go thy way; the devil is gone out of thy daughter.";Eta Jesusek esan zion: <Esan dituzun itzakgatik> zoaz, zeren demonioa zure alabagandik irten dan.;;gatik;;CAUS;Cause;abstract;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 8,11);And the Pharisees came forth, and began to question with him, seeking of him a sign from heaven, tempting him.;Eta atera ziran Fariseoak, eta asi ziran elean berarekin eskatzen ziotela, egin zitzaiela zeruko mirariren bat, tentatzen zutela.;;NOT_APPLY;;;;;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 8,12);And he sighed deeply in his spirit, and saith, Why doth this generation seek after a sign? verily I say unto you, There shall no sign be given unto this generation.;Baña Jesusek bere biotzaren barrendik zizpuru bat eginik, esan zuen: Gizon arraza onek mirari bat <zergatik> eskatzen ote du? Egiaz esaten dizutet, jende orri miraria etzaiola emango.;;gatik;;CAUS;Motive;interrogative;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 8,17);And when Jesus knew it, he saith unto them, Why reason ye, because ye have no bread? perceive ye not yet, neither understand? have ye your heart yet hardened?;Ezaguturik au Jesusek, esan zien: <Zertarako> dauzkazute gogorazioak, ogirik ez daukazutela? Oraindik ez al dezute ezagutzen, ez konprenditzen? Oraindik zuen biotza illundua al daukazute?;;rako;;DEST;Motive;interrogative;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 8,17);And when Jesus knew it, he saith unto them, Why reason ye, because ye have no bread? perceive ye not yet, neither understand? have ye your heart yet hardened?;Ezaguturik au Jesusek, esan zien: Zertarako dauzkazute gogorazioak, ogirik ez daukazutela? Oraindik ez al dezute ezagutzen, ez konprenditzen? Oraindik zuen biotza illundua al daukazute?;;NOT_APPLY;;;;;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 8,19);When I brake the five loaves among five thousand, how many baskets full of fragments took ye up? They say unto him, Twelve.;Nola bost ogi txikitu nituen, eta <bost milla gizoni> eman niezten? Zenbat saski, gelditu ziran ogi zatiz beteak bildu ziñituzten orduan? Berak esaten diote: Amabi.;;i;;DAT;Beneficiary;people;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 8,20);And when the seven among four thousand, how many baskets full of fragments took ye up? And they said, Seven.;Eta zazpi ogi <lau millaen artean> partitu nituenean, zenbat saski, gelditu ziran ogi zatiz bete zinduzten? Esaten diote: Zazpi.;;ren_artean;;CAUS;Distributive;people;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 8,30);And he charged them that they should tell no man of him.;Eta txit gogorgiro galerazi zien, onelakorik <beragatik> iñori ere esatea.;;gatik;;CAUS;Topic;pronoun;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 8,35);"For whosoever will save his life shall lose it; but whosoever shall lose his life for my sake and the gospel's, the same shall save it.";"Zeren bere anima salbatu nai duenak, galduko du; <nigatik> eta ebanjelioagatik bere anima galtzen duenak berriz, salbatuko du.";;gatik;;CAUS;Motive;pronoun;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
